"Terms searched for in same 15 second clip: (""palestinian"" OR ""gazan"" OR ""gaza"" OR ""gazans"" OR ""palestinians"" OR ""israeli"" OR ""israel"" OR ""israelis"") AND (""massacring"" OR ""massacre"" OR ""massacres"" OR ""brutal"" OR ""slaughter"" OR ""slaughters"" OR ""slaughtering"" OR ""barbaric"" OR ""savage"")",,,,,,
,,,,,,
,,,,,,
URL,MatchDateTime,Day,Station,Show,Snippet,Victim
https://archive.org/details/CNNW_20231009_160000_Inside_Politics_With_Dana_Bash#start/2867/end/2902,10/9/2023 16:48:02,10/9/2023,CNN,Inside Politics With Dana Bash,"this horrific massacre of almost 100 israelis, and that number is, sadly, going to continue to rise, in their homes, beds, bomb shelters, is something that brings out within the israeli,",Israeli Victims
https://archive.org/details/CNNW_20231009_150000_CNN_News_Central#start/3419/end/3454,10/9/2023 15:57:14,10/9/2023,CNN,CNN News Central,"of intelligence and security policy, that this terror attack happened. i don't need to reiterate, this is the biggest terror attack in israel, ever, it is slaughter, and the israeli government might be planning for a ground attack.",Israeli Victims
https://archive.org/details/MSNBCW_20231009_150000_Jose_Diaz-Balart_Reports#start/3394/end/3429,10/9/2023 15:56:49,10/9/2023,MSNBC,Jose Diaz-Balart Reports,"are somewhat happy that our frustrations are, you know, being released. local palestinians that come to support these actions, these massacres, i'm appalled by that. i'm horrified by that, and you",Israeli Victims
https://archive.org/details/MSNBCW_20231009_150000_Jose_Diaz-Balart_Reports#start/2821/end/2856,10/9/2023 15:47:16,10/9/2023,MSNBC,Jose Diaz-Balart Reports,"fired. terrorists going into towns, into houses taking kids, women, grandmas, and slaughtering them or dragging them back to gaza. there's a holocaust survivor, at least one, a holocaust survivor who's currently being held",Israeli Victims
https://archive.org/details/MSNBCW_20231009_150000_Jose_Diaz-Balart_Reports#start/2805/end/2840,10/9/2023 15:47:00,10/9/2023,MSNBC,Jose Diaz-Balart Reports,"this horrific, brutal, barbaric attack by a terrorist organization that slaughtered now over 800 israelis, 2400 wounded, 260 people killed at a music festival, 5000 rockets",Israeli Victims
https://archive.org/details/CNNW_20231009_150000_CNN_News_Central#start/1960/end/1995,10/9/2023 15:32:55,10/9/2023,CNN,CNN News Central,"mother of a 3-month-old, and 9-month-old taken hostage. this a massacre, and it is a war, but it is not a war that israel started, and it is beyond frustrating to me to see the air",Israeli Victims
https://archive.org/details/CNNW_20231009_140000_CNN_News_Central#start/1999/end/2034,10/9/2023 14:33:34,10/9/2023,CNN,CNN News Central,"questions asked if this is commensurate with the type of attacks from hamas, and commensurate response, and we have seen a massacre on the israeli side of the border? we do not pretend to do the same. we suffered. we are painful.",Israeli Victims
https://archive.org/details/MSNBCW_20231009_140000_Ana_Cabrera_Reports#start/1379/end/1414,10/9/2023 14:23:14,10/9/2023,MSNBC,Ana Cabrera Reports,22 past the hour. this morning the u.s. government is pledging support for israel after the brutal attacks by hamas. the u.s. military sending an aircraft carrier strike group and military aircraft closer to israel in the eastern mediterranean.,Israeli Victims
https://archive.org/details/CNNW_20231009_140000_CNN_News_Central#start/1234/end/1269,10/9/2023 14:20:49,10/9/2023,CNN,CNN News Central,"to israel knows that is where you go for safety, but that is for rocket attacks, and this is for attacks coming from gaza, and not gunmen on the ground who were there to slaughter and capture people. just seeing that is so",Israeli Victims
https://archive.org/details/MSNBCW_20231009_100000_Morning_Joe#start/12119/end/12154,10/9/2023 13:22:14,10/9/2023,MSNBC,Morning Joe,"again, it doesn't seek a peaceful resolution of a conflict. this was not some inevitable outcome. this was a preplanned massacre. and how do they send thousands of missiles into israel, because they were supplied by iran. and we'll ask those questions.",Israeli Victims
https://archive.org/details/CNNW_20231009_130000_CNN_News_Central#start/687/end/722,10/9/2023 13:11:42,10/9/2023,CNN,CNN News Central,"up here. let's get to nic robertson now, nick, talk to us about what you see there and also just more and more horrific stories that are coming out that have massacre. reporter: there's a lot that we can see from here. very quickly, gaza is just over",Israeli Victims
https://archive.org/details/CNNW_20231009_130000_CNN_News_Central#start/654/end/689,10/9/2023 13:11:09,10/9/2023,CNN,CNN News Central,"clarissa is in southern israel, very clearly. we will get over to nic robertson, but first john is over at the magic wall to show where we are talking about, where nic robertson s this is the scene of the music festival, that music festival massacre, if",Israeli Victims
https://archive.org/details/MSNBCW_20231009_100000_Morning_Joe#start/5774/end/5809,10/9/2023 11:36:29,10/9/2023,MSNBC,Morning Joe,"important first steps the biden administration and the congress should be taking? thanks. i'll start by saying this is a dark day of profound loss and uncertainty in israel, and this is the largest massacre in a",Israeli Victims
https://archive.org/details/CNNW_20231009_110000_CNN_This_Morning#start/434/end/469,10/9/2023 11:07:29,10/9/2023,CNN,CNN This Morning,"the pressure is massively high. this has been massacre that's been called executions, unprovoked. the biggest number of israelis, civilians killed since the founding of the state in one day.",Israeli Victims
https://archive.org/details/CNNW_20231009_090000_Early_Start_With_Kasie_Hunt#start/1643/end/1678,10/9/2023 9:27:38,10/9/2023,CNN,Early Start With Kasie Hunt,"crimes slaughtering civilians, taking babies from their mothers, there are no words to describe such savagery. this is israel's 9/11. if this is about vengeance, then many palestinians will feel",Israeli Victims
https://archive.org/details/CNNW_20231009_080000_CNN_Newsroom_Live#start/1360/end/1395,10/9/2023 8:22:55,10/9/2023,CNN,CNN Newsroom Live,"i think -- i think thousands of armed terrorists came in israel, came to the south to inside israel and started to massacre",Israeli Victims
https://archive.org/details/CNNW_20231009_070000_CNN_Newsroom_Live#start/472/end/507,10/9/2023 7:08:07,10/9/2023,CNN,CNN Newsroom Live,"long operation and we're really in the early stages of beginning to mourn the horrific massacre we experienced two days ago, what is the biggest massacre of israelis since the establishment of the country. so it is a very tense and",Israeli Victims
https://archive.org/details/MSNBCW_20231009_060000_Dateline#start/2324/end/2359,10/9/2023 6:38:59,10/9/2023,MSNBC,Dateline,"scope of what has happened, and, we really, that terrible massacre that has occurred in the last 42 hours. do you consider this is security -- well, it is a security failure by the israeli defense forces.",Israeli Victims
https://archive.org/details/CNNW_20231009_060000_CNN_Newsroom_Live#start/224/end/259,10/9/2023 6:03:59,10/9/2023,CNN,CNN Newsroom Live,long operation and we are now really in the early stages of beginning to mourn horrific massacre that we experienced two days ago at what the biggest massacre of israelis since the,Israeli Victims
https://archive.org/details/MSNBCW_20231009_040000_Ayman#start/1433/end/1468,10/9/2023 4:24:08,10/9/2023,MSNBC,Ayman,"to israel on their own, and with other young people, and the slaughter of 260 young people in the desert who were attending a peace fest, and many of them taken away as",Israeli Victims
https://archive.org/details/CNNW_20231009_040000_Jose_Andres__Family_in_Spain#start/1179/end/1214,10/9/2023 4:19:54,10/9/2023,CNN,Jose Andres  Family in Spain,"internet bears responsibility for israel gaza war. now obviously i want to preempt this question by saying that the horrific attacks, the massacres, the adoptions are unequivocally",Israeli Victims
https://archive.org/details/CNNW_20231009_040000_Jose_Andres__Family_in_Spain#start/748/end/783,10/9/2023 4:12:43,10/9/2023,CNN,Jose Andres  Family in Spain,"entire aspect of humanitarian and emergency response to the state of israel. for after this brutal attack, after taking care of thousands",Israeli Victims
https://archive.org/details/CNNW_20231009_010000_Jose_Andres__Family_in_Spain#start/344/end/379,10/9/2023 1:05:59,10/9/2023,CNN,Jose Andres  Family in Spain,"thousands of young people had gathered to dance, a celebration of peace. it was supposed to -- it was billed as it became a slaughter house, more than 260, according to israeli officials, were",Israeli Victims
https://archive.org/details/MSNBCW_20231010_230000_The_ReidOut#start/1531/end/1566,10/10/2023 23:25:46,10/10/2023,MSNBC,The ReidOut,"rather than kill as many as possible. and when they're done with the jews, they will come for the americans. they did it already in 9/11. and i call this massacre that happened in the south of israel",Israeli Victims
https://archive.org/details/CNNW_20231010_230000_Erin_Burnett_OutFront#start/1106/end/1141,10/10/2023 23:18:41,10/10/2023,CNN,Erin Burnett OutFront,"hamas brutal murders in the jails of israel get visits. they know exactly the situation. the fact that we are right now 130 captives that we don't even recognize their location, their well-being, any information",Israeli Victims
https://archive.org/details/CNNW_20231010_230000_Erin_Burnett_OutFront#start/801/end/836,10/10/2023 23:13:36,10/10/2023,CNN,Erin Burnett OutFront,"that this is a war against civilians. hundreds of terrorists streaming across the border and massacring women and children and elderly is a war against civilians. taking civilians' entire families into gaza, abducting them, that's a war against civilians. and, at the same time, they're",Israeli Victims
https://archive.org/details/CNNW_20231010_230000_Erin_Burnett_OutFront#start/437/end/472,10/10/2023 23:07:32,10/10/2023,CNN,Erin Burnett OutFront,"50 journalists. it's a big massacre, big disaster. have you ever seen anything like this in your career? never. reporter: less than a mile from gaza, 70 hamas fighters stormed in here early saturday,",Israeli Victims
https://archive.org/details/CNNW_20231010_220000_The_Situation_Room_With_Wolf_Blitzer#start/1908/end/1943,10/10/2023 22:32:03,10/10/2023,CNN,The Situation Room With Wolf Blitzer,we're back with more on the breaking news we're following. israel striking back at hamas as the death toll from saturday's brutal attack hits more than 1000 people in israel. let's get a live report from jeremy diamond.,Israeli Victims
https://archive.org/details/MSNBCW_20231010_220000_The_Beat_With_Ari_Melber#start/310/end/345,10/10/2023 22:05:25,10/10/2023,MSNBC,The Beat With Ari Melber,"not a battlefield, a massacre, he says. israeli authorities releasing footage they describes a rescue operation battling live shooters.",Israeli Victims
https://archive.org/details/MSNBCW_20231010_220000_The_Beat_With_Ari_Melber#start/281/end/316,10/10/2023 22:04:56,10/10/2023,MSNBC,The Beat With Ari Melber,"babies being killed am israeli major recounting hamas did a 'massacre bts and emphasized as you're about to hear, how this was terrorism committed knowingly in bedrooms and baby rooms. it's not a war. it's not a battlefield.",Israeli Victims
https://archive.org/details/MSNBCW_20231010_200000_Deadline_White_House#start/4368/end/4403,10/10/2023 21:13:03,10/10/2023,MSNBC,Deadline White House,"word unshakable, unbreakable alliance between the u.s. and israel in one speech. i think president biden naturally has that affinity. after hearing the details of let's be clear, the worst massacre of jews since the",Israeli Victims
https://archive.org/details/MSNBCW_20231010_200000_Deadline_White_House#start/2529/end/2564,10/10/2023 20:42:24,10/10/2023,MSNBC,Deadline White House,"the aftermath of the brutal terror attack in israel has left the whole world and the world's governments stunned, as we all now face the looming possibility of an israeli ground invasion of gaza. a prospect that was hard to imagine a week ago. it is in the wake of these",Israeli Victims
https://archive.org/details/CNNW_20231010_200000_The_Lead_With_Jake_Tapper#start/1989/end/2024,10/10/2023 20:33:24,10/10/2023,CNN,The Lead With Jake Tapper,"israel. it is the hospital in tel aviv. and it is generally where you'll get the most serious victims coming in and that is exactly what is happened this time. for -- from so many of the incidents in this massacre,",Israeli Victims
https://archive.org/details/MSNBCW_20231010_200000_Deadline_White_House#start/1480/end/1515,10/10/2023 20:24:55,10/10/2023,MSNBC,Deadline White House,"where the attack first unfolded. the last call from her daughter came early saturday morning. the young woman's mom will be the next guest. plus, the attacks have stunned the world. now israel is left having to answer the question of how a massacre of this scale was able",Israeli Victims
https://archive.org/details/MSNBCW_20231010_200000_Deadline_White_House#start/64/end/99,10/10/2023 20:01:19,10/10/2023,MSNBC,Deadline White House,"very, very tense. nearly four days after one of the darkest moments in that country's history, a massacre of israeli civilians, it marks the single worst mass murder of jewish people since the holocaust. and some of his most extensive",Israeli Victims
https://archive.org/details/MSNBCW_20231010_190000_Katy_Tur_Reports#start/3462/end/3497,10/10/2023 19:57:57,10/10/2023,MSNBC,Katy Tur Reports,"brutal murder of over a thousand israelis by the 14 americans, by the hostages that have been taken. i think we need to stand resolute with our allies and israel and other democracies.",Israeli Victims
https://archive.org/details/MSNBCW_20231010_190000_Katy_Tur_Reports#start/3319/end/3354,10/10/2023 19:55:34,10/10/2023,MSNBC,Katy Tur Reports,sort that out. i want the israeli intelligence and the american intelligence who assist them and work with them to seek out the hamas leaders who are terrorists who created these brutal attacks. i also want to make sure that they are focused on doing all,Israeli Victims
https://archive.org/details/CNNW_20231010_190000_CNN_News_Central#start/1327/end/1362,10/10/2023 19:22:22,10/10/2023,CNN,CNN News Central,brutal attack and on helping israel be able to defend itself. we will continue to try to do that. you and the president compared hamas to isis.,Israeli Victims
https://archive.org/details/MSNBCW_20231010_190000_Katy_Tur_Reports#start/1300/end/1335,10/10/2023 19:21:55,10/10/2023,MSNBC,Katy Tur Reports,"with respect to our support for israel has been focused squarely on this conflict, on this heinous brutal attack, and on helping israel be able to defend itself. we'll continue to try to do that. can you clarify your answer?",Israeli Victims
https://archive.org/details/CNNW_20231010_180000_CNN_News_Central#start/113/end/148,10/10/2023 18:02:08,10/10/2023,CNN,CNN News Central,"attacks carried out by hamas as isis levels of evil. one of those massacres was at a rural xhurncommunity, or kibbut southern israel. israeli defense forces say they discovered women, children and elderly people who were, quote,",Israeli Victims
https://archive.org/details/MSNBCW_20231010_170000_Chris_Jansing_Reports#start/3320/end/3355,10/10/2023 17:55:35,10/10/2023,MSNBC,Chris Jansing Reports,this is what people woke up to in gaza today after a night of nonstop shelling. israel says it is just the beginning of their response to the brutal attack and killing,Israeli Victims
https://archive.org/details/CNNW_20231010_170000_CNN_News_Central#start/2917/end/2952,10/10/2023 17:48:52,10/10/2023,CNN,CNN News Central,"we've reported on what was a massacre when 260 people were killed there, and many attacked and taken into gaza. as we understand it this young land is one of those. we heard from the family of a 66-year-old woman who has lived",Israeli Victims
https://archive.org/details/CNNW_20231010_170000_CNN_News_Central#start/254/end/289,10/10/2023 17:04:29,10/10/2023,CNN,CNN News Central,"hamas gunmen carried out a massacre in southern israel, this is now just becoming apparent. tell us what you have seen. reporter: we were taken to",Israeli Victims
https://archive.org/details/MSNBCW_20231010_160000_Andrea_Mitchell_Reports#start/3136/end/3171,10/10/2023 16:52:31,10/10/2023,MSNBC,Andrea Mitchell Reports,"trained for these brutal attacks carried out against israel. the video shows terrorists training with paragliders, produced and edited by hamas, including the blurring of faces by them. the footage was released after the terror group launched its such attack on saturday.",Israeli Victims
https://archive.org/details/CNNW_20231010_160000_Inside_Politics_With_Dana_Bash#start/1339/end/1374,10/10/2023 16:22:34,10/10/2023,CNN,Inside Politics With Dana Bash,"door knocking is great when it can be done. we try to alert citizens when we can, but the priority here is to go after hamas, who are both terrorize ing the civilian population, but massacring the israeli population.",Israeli Victims
https://archive.org/details/CNNW_20231010_160000_Inside_Politics_With_Dana_Bash#start/1241/end/1276,10/10/2023 16:20:56,10/10/2023,CNN,Inside Politics With Dana Bash,"the massacre that was carried out against israel was in such a wide scale that it's taking time. we're dealing with the families. we're continually trying to do better, but we have to remember that the tragedy that was inflicted upon israel is not going to be easy for us.",Israeli Victims
https://archive.org/details/CNNW_20231010_160000_Inside_Politics_With_Dana_Bash#start/1038/end/1073,10/10/2023 16:17:33,10/10/2023,CNN,Inside Politics With Dana Bash,"our people, israel understands, clearly, that they want to commit a massacre. we are ready in all of our situations. we are deploying our forces throughout the country. we have four divisions now operating in the south, and our",Israeli Victims
https://archive.org/details/MSNBCW_20231010_150000_Jose_Diaz-Balart_Reports#start/3561/end/3596,10/10/2023 15:59:36,10/10/2023,MSNBC,Jose Diaz-Balart Reports,"responsibility of saudi arabia has never been more important in this. there's maybe the possibility that precisely talk of saudi arabia getting closer to israel could have been one of the factors behind this massacre. i'm wondering, going forward,",Israeli Victims
https://archive.org/details/MSNBCW_20231010_150000_Jose_Diaz-Balart_Reports#start/2637/end/2672,10/10/2023 15:44:12,10/10/2023,MSNBC,Jose Diaz-Balart Reports,"about what may be going on in gaza, that we have to think about civilians. this attack, on saturday, was a massacre against civilians. reporter: yeah, and i think",Israeli Victims
https://archive.org/details/MSNBCW_20231010_150000_Jose_Diaz-Balart_Reports#start/2477/end/2512,10/10/2023 15:41:32,10/10/2023,MSNBC,Jose Diaz-Balart Reports,"of step back and just realize that this is an unprecedented level. this massacre, is unprecedented. this morning on 'morning joe,' the israeli ambassador to the u.s. capita, this",Israeli Victims
https://archive.org/details/CNNW_20231010_130000_CNN_News_Central#start/2379/end/2414,10/10/2023 13:39:54,10/10/2023,CNN,CNN News Central,"b b berre is one of the worst hit, and for 48 hours now, on the massacre, that happened there. a young israeli -- a young soldier serving here in the idf, his father, we heard from. and is now missing in action.",Israeli Victims
https://archive.org/details/MSNBCW_20231010_100000_Morning_Joe#start/11245/end/11280,10/10/2023 13:07:40,10/10/2023,MSNBC,Morning Joe,"homes, slaughtering them, torturing, raping. these savages are so close to us. and for so many years since we withdrew from the gaza strip 17 years ago and hamas took power,",Israeli Victims
https://archive.org/details/CNNW_20231010_120000_CNN_This_Morning#start/1579/end/1614,10/10/2023 12:26:34,10/10/2023,CNN,CNN This Morning,"spoken even in the aftermath of this terrible massacre that we have seen over these last few days, two former israeli prime ministers, for instance, two former israeli officials to the",Israeli Victims
https://archive.org/details/MSNBCW_20231010_100000_Morning_Joe#start/7910/end/7945,10/10/2023 12:12:05,10/10/2023,MSNBC,Morning Joe,"soldiers of basically committing these heinous acts and now richard engel reports the concert, the massacre of the concert, over four hours long. we've heard from israelis locked",Israeli Victims
https://archive.org/details/MSNBCW_20231010_100000_Morning_Joe#start/675/end/710,10/10/2023 10:11:30,10/10/2023,MSNBC,Morning Joe,"the concert, the massacre at the concert, over four hours long. we've heard from israelis locked in their homes for hour after hour, wondering where the army was. in all your reporting, david, have you been able to unpack",Israeli Victims
https://archive.org/details/CNNW_20231010_090000_Early_Start_With_Kasie_Hunt#start/3218/end/3253,10/10/2023 9:53:53,10/10/2023,CNN,Early Start With Kasie Hunt,"there is no equivalency between hamas terrorists entering israeli villages and slaughtering innocent civilians in their sleep and the defense forces defending their people right now to prevent that from happening again. so, no, i don't agree with that",Israeli Victims
https://archive.org/details/CNNW_20231010_090000_Early_Start_With_Kasie_Hunt#start/104/end/139,10/10/2023 9:01:59,10/10/2023,CNN,Early Start With Kasie Hunt,"food, fuel and supplies. benjamin netanyahu says that this is just the beginning. savage attacks that hamas perpetrated against innocent israelis are mind boggling. slaughtering families in their",Israeli Victims
https://archive.org/details/CNNW_20231010_080000_CNN_Newsroom_Live#start/303/end/338,10/10/2023 8:05:18,10/10/2023,CNN,CNN Newsroom Live,"and we can't rule that out at the moment. we need to be very, very clear on our messages and on our targets against hamas. hamas cannot use the territory of the gaza strip or the poor people of gaza as a staging ground to massacre israelis.",Israeli Victims
https://archive.org/details/MSNBCW_20231010_070000_Inside_With_Jen_Psaki#start/2129/end/2164,10/10/2023 7:35:44,10/10/2023,MSNBC,Inside With Jen Psaki,"in israel. and thousands of terrorists were taken to neighborhoods and streets and slaughtering people. and we understood they were in the house, that they were overturning the home, and that they heard gunshots, and they",Israeli Victims
https://archive.org/details/MSNBCW_20231010_060000_The_11th_Hour_With_Stephanie_Ruhle#start/2427/end/2462,10/10/2023 6:40:42,10/10/2023,MSNBC,The 11th Hour With Stephanie Ruhle,"all of this while they're still counting the bodies in israel. it's a terrible situation. listen, what we've seen since this started is the most barbaric, the most brutal assaults, attack, by terrorists against israel. it's the most lethal attack",Israeli Victims
https://archive.org/details/CNNW_20231010_050000_The_Source_With_Kaitlan_Collins#start/596/end/631,10/10/2023 5:10:11,10/10/2023,CNN,The Source With Kaitlan Collins,"out of sight. shooting and killing people at point blank range. the site of saturday's massacre now stands eerily quiet. charred cars, lined the streets. hamas claims it is captured more than 100 israeli citizens. no exact figure yet from the",Israeli Victims
https://archive.org/details/MSNBCW_20231010_050000_The_Last_Word_With_Lawrence_ODonnell#start/548/end/583,10/10/2023 5:09:23,10/10/2023,MSNBC,The Last Word With Lawrence ODonnell,"situation at hand, addressing the crisis in israel. and as i said, doing everything to make sure israel has what it needs to defend itself against these brutal terrorist attacks. but that's what the secretary said over the weekend when he was on with the press and other shows.",Israeli Victims
https://archive.org/details/MSNBCW_20231010_050000_The_Last_Word_With_Lawrence_ODonnell#start/383/end/418,10/10/2023 5:06:38,10/10/2023,MSNBC,The Last Word With Lawrence ODonnell,"today, but really over the last three days since these terrorist attacks were first launch on israel. he has been on the phone with counterparts across the region, first with counterparts in israel, talking to the president of israel, the foreign minister of israel, to make sure that we do everything we can to support israel, and give them what they need, get them what they need to fight back against hamas brutal",Israeli Victims
https://archive.org/details/CNNW_20231010_040000_Anderson_Cooper_360#start/1187/end/1222,10/10/2023 4:20:02,10/10/2023,CNN,Anderson Cooper 360,"territory. israel have to go and does it create a new line of contact inside gaza because the defense, the barriers completely breached. so it has to push back hamas and prevent more infiltrations that can cause more massacres by these barbaric terrorists as we saw on saturday. the second reason is that if",Israeli Victims
https://archive.org/details/CNNW_20231010_040000_Anderson_Cooper_360#start/148/end/183,10/10/2023 4:02:43,10/10/2023,CNN,Anderson Cooper 360,"this is israel's prime minister benjamin netanyahu. savage attacks that hamas perpetrated against innocent israelis are mind-boggling. slaughtering families in their homes, massacring hundreds of young people at an outdoor",Israeli Victims
https://archive.org/details/MSNBCW_20231010_030000_The_11th_Hour_With_Stephanie_Ruhle#start/2468/end/2503,10/10/2023 3:41:23,10/10/2023,MSNBC,The 11th Hour With Stephanie Ruhle,"counting the bodies in israel. it's a terrible situation. listen, what we've seen since this started is the most barbaric, the most brutal assaults, attack, by terrorists",Israeli Victims
https://archive.org/details/CNNW_20231010_020000_CNN_Primetime#start/2656/end/2691,10/10/2023 2:44:31,10/10/2023,CNN,CNN Primetime,"israel is calling it a second holocaust because that is what is happening right now. they are slaughtering our families, our women, our babies, kidnapped little kids. you heard it from everywhere.",Israeli Victims
https://archive.org/details/MSNBCW_20231010_020000_The_Last_Word_With_Lawrence_ODonnell#start/544/end/579,10/10/2023 2:09:19,10/10/2023,MSNBC,The Last Word With Lawrence ODonnell,"and as i said, doing everything to make sure israel has what it needs to defend itself against these brutal terrorist attacks. but that's what the secretary said over the weekend when he was on with the press and other shows. there are really to pass forward for the region. one is a path of greater",Israeli Victims
https://archive.org/details/MSNBCW_20231010_020000_The_Last_Word_With_Lawrence_ODonnell#start/390/end/425,10/10/2023 2:06:45,10/10/2023,MSNBC,The Last Word With Lawrence ODonnell,"first with counterparts in israel, talking to the president of israel, the foreign minister of israel, to make sure that we do everything we can to support israel, and give them what they need, get them what they need to fight back against hamas brutal terrorist attack.",Israeli Victims
https://archive.org/details/MSNBCW_20231011_200000_Deadline_White_House#start/6187/end/6222,10/11/2023 21:43:22,10/11/2023,MSNBC,Deadline White House,"homes in brutal fashion. seized from military bases, a music festival. as 'the new york times' reports, there's no precedent for the scale of the hostage situation and the threats that hamas is making against them to wage its war against israel.",Israeli Victims
https://archive.org/details/MSNBCW_20231011_200000_Deadline_White_House#start/5492/end/5527,10/11/2023 21:31:47,10/11/2023,MSNBC,Deadline White House,"rights than what hamas did on saturday morning. the massacre, the slaughter of innocent israelis, slaughtered the dream of so many of us for a two state solution. literally, it is in the blood of",Israeli Victims
https://archive.org/details/MSNBCW_20231011_200000_Deadline_White_House#start/5398/end/5433,10/11/2023 21:30:13,10/11/2023,MSNBC,Deadline White House,all of this simmering stew of hate co-exists with the brutal terror attack in israel. i wonder how you see those two pieces fitting together and augmenting each other.,Israeli Victims
https://archive.org/details/MSNBCW_20231011_200000_Deadline_White_House#start/4443/end/4478,10/11/2023 21:14:18,10/11/2023,MSNBC,Deadline White House,"for israeli civilians who drive up to the gate early on saturday morning. they kill the people in the car, and they wait for the gate to open. and then they slip inside and carried out their massacre. there are so many painful",Israeli Victims
https://archive.org/details/CNNW_20231011_210000_The_Lead_With_Jake_Tapper#start/132/end/167,10/11/2023 21:02:27,10/11/2023,CNN,The Lead With Jake Tapper,describe to you will assuredly be disturbing. a spokesman for the israeli prime minister said today that hamas decapitated babies and toddlers. this was part of a brutal massacre that hamas carried out over the weekend.,Israeli Victims
https://archive.org/details/MSNBCW_20231011_200000_Deadline_White_House#start/2530/end/2565,10/11/2023 20:42:25,10/11/2023,MSNBC,Deadline White House,"civilians slaughter in israel. i've been speaking to leaders around the world you know, among those who have been victimized",Israeli Victims
https://archive.org/details/CNNW_20231011_200000_The_Lead_With_Jake_Tapper#start/1027/end/1062,10/11/2023 20:17:22,10/11/2023,CNN,The Lead With Jake Tapper,quick break. stay with us. you're seeing images of some of the americans that we know that were murdered in that brutal hamas terrorist attack in israel over the weekend.,Israeli Victims
https://archive.org/details/CNNW_20231011_190000_CNN_News_Central#start/177/end/212,10/11/2023 19:03:12,10/11/2023,CNN,CNN News Central,children but the unprecedented slaughter of hundreds of israeli civilians has led to a severe response and we know children are been killed in many locations here in israel by hamas. air strikes have pounded targets,Israeli Victims
https://archive.org/details/MSNBCW_20231011_180000_Chris_Jansing_Reports#start/669/end/704,10/11/2023 18:11:24,10/11/2023,MSNBC,Chris Jansing Reports,"israel, both for more rocket fire in border cities like ashkelon and the spreading word of how brutal hamas militants were in massacring innocent civilians, including children and babies.",Israeli Victims
https://archive.org/details/CNNW_20231011_170000_CNN_News_Central#start/3335/end/3370,10/11/2023 17:55:50,10/11/2023,CNN,CNN News Central,"resolution. and there will be a vote on it. congressman, how much does what is happening in israel, the attack by hamas, a brutal attack on civilians in israel, how much does that weigh into your",Israeli Victims
https://archive.org/details/CNNW_20231011_170000_CNN_News_Central#start/374/end/409,10/11/2023 17:06:29,10/11/2023,CNN,CNN News Central,"ashkelon early on is attackers on the ground, gunmen on the ground slaughtering people. israel has worked hard to try to eliminate all of those -- all of them on the ground. is the area secure in the sense of from a -- your ability to                 _",Israeli Victims
https://archive.org/details/MSNBCW_20231011_160000_Andrea_Mitchell_Reports#start/1910/end/1945,10/11/2023 16:32:05,10/11/2023,MSNBC,Andrea Mitchell Reports,"the president of turkey, erdogan, who recently said that that carrier was there to massacre in gaza. that's absolutely not correct. the carrier is there specifically to show our solidarity with israel, to deter",Israeli Victims
https://archive.org/details/MSNBCW_20231011_160000_Andrea_Mitchell_Reports#start/1354/end/1389,10/11/2023 16:22:49,10/11/2023,MSNBC,Andrea Mitchell Reports,"the chairman said, the feeling in the room this morning where we had most of the house of representatives was unanimous around support for israel, about being appalled by the brutal loss of life that hamas visited",Israeli Victims
https://archive.org/details/MSNBCW_20231011_150000_Jose_Diaz-Balart_Reports#start/3623/end/3658,10/11/2023 16:00:38,10/11/2023,MSNBC,Jose Diaz-Balart Reports,"gaza. families in communities holding out hope for the missing after the brutal hamas attack responsible now for more than 1200 israeli deaths, as benjamin netanyahu forms a new unity government.",Israeli Victims
https://archive.org/details/MSNBCW_20231011_160000_Andrea_Mitchell_Reports#start/12/end/47,10/11/2023 16:00:27,10/11/2023,MSNBC,Andrea Mitchell Reports,"andrea mitchell picks up with our special coverage right now. right now on 'andrea mitchell reports,' desperate hours for the hostages taken to gaza. families in communities holding out hope for the missing after the brutal hamas attack",Israeli Victims
https://archive.org/details/MSNBCW_20231011_150000_Jose_Diaz-Balart_Reports#start/2861/end/2896,10/11/2023 15:47:56,10/11/2023,MSNBC,Jose Diaz-Balart Reports,"i have always wanted statement lighting. get nice things at nice prices at wayfair!  wayfair, you've got just what i need . 47 past the hour. americans here at home are pitching in to help israel following the brutal terror",Israeli Victims
https://archive.org/details/CNNW_20231011_150000_CNN_News_Central#start/839/end/874,10/11/2023 15:14:14,10/11/2023,CNN,CNN News Central,"brutal fashion, this is why i think we're hearing the rhetoric from the israeli military and the government the likes of which i have never heard before, and whatever the israeli military is planning to do in gaza is going to be the likes of which we have never seen before",Israeli Victims
https://archive.org/details/MSNBCW_20231011_140000_Ana_Cabrera_Reports#start/3182/end/3217,10/11/2023 14:53:17,10/11/2023,MSNBC,Ana Cabrera Reports,"and hamas is isis. okay. what they did to children, to the elderly, the stories, raping, murdering, butchering, i mean, this is a massacre that has never happened in the history of israel and when we",Israeli Victims
https://archive.org/details/MSNBCW_20231011_140000_Ana_Cabrera_Reports#start/3167/end/3202,10/11/2023 14:53:02,10/11/2023,MSNBC,Ana Cabrera Reports,"greater. it is what ana said before, about this massacre. this was a massacre. this is not a battle between israel and the palestinians or israel and arabs or israel and muslims. it is against hamas.",Israeli Victims
